mission_id,disaster_id,mission_name,organization,priority_level,mission_status,country,disaster_type,personnel_count,supplies_shipped,last_updated_by,mission_notes
e557aa80-1eab-4178-b96d-4d30218e6f9f,2007-0337-SWZ,USAID Response - Eswatini -Wildfire -2007-07-27,USAID,High,On Site,Eswatini,Wildfire,47,"Food Rations, Water Purification Tablets",Community education officer,College technology practice agreement development foreign easy how exist in.
744eb977-a913-411d-8443-abc3ac3c148c,2004-0444-ROU,Red Cross Response - Romania -Flood -2004-08-27,Red Cross,High,Planned,Romania,Flood,19,"Food Rations, Hygiene Kits",Physiotherapist,Morning as among treat already hold.
84b8d27b-1fba-4c30-958f-a24e89acae76,2013-0538-LBY,USAID Response - Libya -Explosion (Miscellaneous) -2013-11-28,USAID,High,Completed,Libya,Explosion (Miscellaneous),28,"Medical Kits, Food Rations",Holiday representative,Race fish stock sometimes serve none manage sort front establish.
0f2eb4b5-efb3-42e8-9034-6444dfe1d2ef,2016-0447-NER,Red Cross Response - Niger -Epidemic -2016-08-01,Red Cross,Medium,On Site,Niger,Epidemic,53,"Medicines, Cold Chain Equipment",Archaeologist,Eight many should across catch any.
4c7043f5-c8f8-4f69-b3ff-ead14ade0bef,2015-0484-YEM,WFP Response - Yemen -Storm -2015-11-03,WFP,High,On Site,Yemen,Storm,66,"Medical Kits, Emergency Power Units",Surveyor minerals,Should natural money over me fact significant current piece.
8ae09cc9-44e0-4c21-86bc-df24ec15f452,2023-0727-ESP,USAID Response - Spain -Wildfire -2023-11-02,USAID,High,Completed,Spain,Wildfire,20,"Medical Kits, Water Purification Tablets",Training and development officer,Garden special everybody forget performance wide best structure college call language.
c998f669-a2b2-44cd-915c-347635e9573e,2014-0192-USA,Red Cross Response - United States of America -Storm -2014-05-18,Red Cross,Medium,En Route,United States,Storm,94,"Water Purification Tablets, Tarps",Medical laboratory scientific officer,High a blue certainly pay race power unit.
3a7cbdf3-bb5f-4e23-8be7-6fbe13964e17,2021-0594-KHM,UNICEF Response - Cambodia -Flood -2021-09-15,UNICEF,Critical,On Site,Cambodia,Flood,83,"Water Purification Tablets, Hygiene Kits",Journalist broadcasting,Tend type media take author already cover whatever care easy type table fly section.
63bc7c07-de6f-4f08-b30d-69ebf7e27e17,2013-0251-CHN,WFP Response - China -Fire (Industrial) -2013-06-03,WFP,Medium,Planned,China,Fire (Industrial),53,"Food Rations, Medical Kits",Amenity horticulturist,Reflect generation water back note nature home course international.
705f3a13-375f-4446-a199-8a6ce3e565b9,2023-0287-GTM,Red Cross Response - Guatemala -Volcanic activity -2023-05-05,Red Cross,High,En Route,Guatemala,Volcanic activity,36,"Medical Kits, Food Rations",Geneticist molecular,Certain personal herself first part specific support difficult.
5c09f2c6-9bd8-4966-a621-16a95bf06f56,2013-0383-BOL,Red Cross Response - Bolivia (Plurinational State of) -Mass movement (wet) -2013-09-23,Red Cross,Critical,Planned,Bolivia,Mass movement (wet),73,"Medical Kits, Water Purification Tablets",Emergency planning/management officer,Support police home most reach together.
1105cd98-e346-438e-8d64-ae924cc772db,2016-0179-AUT,USAID Response - Austria -Flood -2016-06-01,USAID,High,Completed,Austria,Flood,29,"Hygiene Kits, Food Rations",Special educational needs teacher,Present price skill answer record realize admit wear.
28232bb0-1c0e-44c0-939c-849e7a115234,2018-0097-BLR,WFP Response - Belarus -Flood -2018-03-19,WFP,Medium,Planned,Belarus,Flood,67,"Water Purification Tablets, Food Rations",Maintenance engineer,Myself write commercial bar set may scene from design floor.
cd1c3f57-94a1-46aa-945d-db74488bcb26,2014-0017-PAK,USAID Response - Pakistan -Road -2014-01-15,USAID,Critical,Completed,Pakistan,Road,14,"Medical Kits, Water Purification Tablets",Dance movement psychotherapist,Bill especially would those he cost sea.
3781ae86-0c01-4ad3-bd32-d5f8579c6b2b,2000-0578-JPN,WFP Response - Japan -Water -2000-09-11,WFP,High,Completed,Japan,Water,53,"Food Rations, Water Purification Tablets",Conservator museum/gallery,Recently tree avoid pass hair head care eight south type store position officer.
0e6ce7aa-9789-4626-8276-5e77643580d2,2008-0082-DEU,WFP Response - Germany -Storm -2008-02-29,WFP,Low,Planned,Germany,Storm,26,"Water Purification Tablets, Tarps",Furniture designer,Idea history them Republican day may house later.
0ec3d908-877f-4de3-a439-2b1d6154db26,2011-0545-PHL,UNICEF Response - Philippines -Epidemic -2011-01-01,UNICEF,Critical,Completed,Philippines,Epidemic,79,"Medicines, PPE",Prison officer,Significant degree official almost process include after maintain.
f1517c22-be6c-46ed-add9-e60f794afb78,2020-0289-MYS,WFP Response - Malaysia -Flood -2020-06-20,WFP,High,En Route,Malaysia,Flood,73,"Temporary Shelters, Food Rations",Dealer,Popular Mr activity short husband thousand prepare she magazine drive player best position.
723a6715-2252-48fb-9d3d-bfdb207a12aa,2015-0051-BGD,USAID Response - Bangladesh -Water -2015-02-22,USAID,High,En Route,Bangladesh,Water,10,"Medical Kits, Water Purification Tablets",Designer jewellery,Deep activity culture table government very decision really practice especially build ten.
cbb5b4a7-93ac-4550-bbaa-14d5fdfcca2a,2005-0567-MEX,WFP Response - Mexico -Storm -2005-10-01,WFP,Critical,Planned,Mexico,Storm,106,"Medical Kits, Water Purification Tablets",Engineer materials,President tax take world control now her rule.
838f6cd9-a7b6-4174-bfe4-69ea7817459e,2023-0156-AFG,Red Cross Response - Afghanistan -Earthquake -2023-03-21,Red Cross,Medium,Completed,Afghanistan,Earthquake,53,"Search & Rescue Gear, Temporary Shelters",Photographer,Training material report require person treat team style up.
812ca354-d11d-4fac-a758-6edda81c1654,2011-0589-GTM,USAID Response - Guatemala -Flood -2011-07-18,USAID,Critical,Completed,Guatemala,Flood,22,"Temporary Shelters, Water Purification Tablets",Engineer manufacturing,Rate peace three at situation production common most once design.
68a92d4b-fe27-41a5-8158-0f435cc46d91,2010-0115-ETH,USAID Response - Ethiopia -Flood -2010-03-01,USAID,Critical,Completed,Ethiopia,Flood,8,"Temporary Shelters, Water Purification Tablets",Probation officer,Must team trouble truth process machine author leave her.
2a64dc6e-455c-4ff9-991f-98411f3adc5e,2024-0777-CHN,WFP Response - China -Storm -2024-10-27,WFP,Critical,En Route,China,Storm,111,"Tarps, Medical Kits",Surveyor mining,Later will prevent under amount choose little front contain.
d0e82de6-23ef-41cd-b6d3-3c52240cd93a,2000-0073-TZA,USAID Response - United Republic of Tanzania -Epidemic -2000-01-01,USAID,Critical,En Route,Tanzania,Epidemic,90,"Cold Chain Equipment, PPE",Pilot airline,Nearly maybe us account guess worker she direction effort.
905637ba-a9c0-444f-b67c-6c9177c457e8,2004-0403-MYS,WFP Response - Malaysia -Storm -2004-07-16,WFP,High,On Site,Malaysia,Storm,66,"Tarps, Emergency Power Units",Copywriter advertising,Rock protect section save term least statement also why foreign factor customer.
1d66a272-e19f-44da-8d49-8b34f09c77a3,2021-0665-RUS,UNICEF Response - Russian Federation -Air -2021-10-10,UNICEF,Medium,Completed,Russia,Air,68,"Water Purification Tablets, Food Rations",Teacher special educational needs,Most history admit national lay least near.
0cdbdce6-35f6-4178-98c7-9ea8bfb00fe5,2001-0166-CHN,Red Cross Response - China -Road -2001-04-19,Red Cross,High,On Site,China,Road,95,"Medical Kits, Water Purification Tablets",Futures trader,Able activity several staff blue us film billion financial design treat his law.
b07f012d-61fe-4104-aaa9-754b7daf3680,2017-0531-COD,USAID Response - Democratic Republic of the Congo -Road -2017-12-15,USAID,Critical,En Route,Congo (Kinshasa),Road,100,"Water Purification Tablets, Medical Kits",Restaurant manager,Alone or wind rise friend your.
f12dd7e1-f809-490b-ad8a-4db89aa325e0,2023-0594-PAK,UNICEF Response - Pakistan -Road -2023-08-19,UNICEF,Low,On Site,Pakistan,Road,95,"Medical Kits, Water Purification Tablets",Curator,Environmental cover themselves whole as low lead clear.
830682a4-4170-43c9-83e9-b74bf10aca11,2019-0531-WSM,UNICEF Response - Samoa -Epidemic -2019-08-01,UNICEF,High,On Site,Samoa,Epidemic,48,"Medicines, PPE",Agricultural consultant,Agency protect interview tough within never tough back.
6d026cf0-da73-4165-a971-941cc60e55a2,2013-0007-IDN,Red Cross Response - Indonesia -Flood -2013-01-17,Red Cross,Critical,Completed,Indonesia,Flood,88,"Food Rations, Temporary Shelters",Bookseller,Material compare help save must agree every.
c826ec0f-f86d-4366-82a5-b0e69419f605,2003-0625-CHN,Red Cross Response - China -Explosion (Industrial) -2003-12-23,Red Cross,Critical,Planned,China,Explosion (Industrial),51,"Water Purification Tablets, Medical Kits",Estate manager/land agent,Together then as our almost Mrs good TV name spend.
eb0222cf-d492-4ed0-b069-c40b1d377d39,2008-0270-MMR,USAID Response - Myanmar -Water -2008-07-01,USAID,Critical,En Route,Burma,Water,72,"Water Purification Tablets, Food Rations",Exercise physiologist,Interest approach sense deal film writer whether.
2c55f95e-063c-4387-b29f-71738a9e2387,2006-0358-ZAF,Doctors Without Borders Response - South Africa -Road -2006-07-08,Doctors Without Borders,High,On Site,South Africa,Road,70,"Water Purification Tablets, Food Rations",Merchandiser retail,Outside standard health from property recent security hard would.
14085cfc-cd00-4409-96c1-de0a3b2aac33,2013-0380-KHM,Red Cross Response - Cambodia -Flood -2013-09-24,Red Cross,Medium,En Route,Cambodia,Flood,96,"Food Rations, Hygiene Kits",Horticulturist amenity,What school as business face forward PM particularly woman.
894f5142-9253-4745-9f75-990d2437c03a,2010-0210-OMN,WFP Response - Oman -Storm -2010-06-06,WFP,High,On Site,Oman,Storm,73,"Medical Kits, Water Purification Tablets",Clinical cytogeneticist,Teacher try both risk feel necessary nature phone.
f1a25e19-8c05-4c45-9f3c-38a067fc057f,2001-0606-THA,Doctors Without Borders Response - Thailand -Explosion (Industrial) -2001-11-01,Doctors Without Borders,Critical,En Route,Thailand,Explosion (Industrial),35,"Food Rations, Water Purification Tablets",Occupational psychologist,Movement six take film difference wind central wait represent.
03a65c48-3c33-4345-af0b-a875c86f94ad,2015-0244-CHN,UNICEF Response - China -Storm -2015-07-11,UNICEF,High,En Route,China,Storm,58,"Water Purification Tablets, Emergency Power Units",Interior and spatial designer,Early arm lose different listen event position nor clear lawyer while.
cc6c4eb9-426d-4ac6-bb2f-559de64ab943,2002-0067-ZAF,WFP Response - South Africa -Road -2002-02-02,WFP,High,En Route,South Africa,Road,12,"Medical Kits, Water Purification Tablets",Energy manager,Hair right middle term technology several memory.
bef5d4f6-85f4-4a73-9e31-cbd07249a8b8,2000-0025-CIV,Red Cross Response - Côte d’Ivoire -Air -2000-01-30,Red Cross,Low,Planned,Côte d’Ivoire,Air,35,"Medical Kits, Food Rations",Legal executive,Word staff hospital decade spend coach.
c80eccc5-3fbc-4e18-a495-ad0060fa5579,2007-0483-ZAF,USAID Response - South Africa -Road -2007-09-08,USAID,Medium,En Route,South Africa,Road,36,"Water Purification Tablets, Medical Kits",Therapist nutritional,Allow simply career today difference myself people lead middle.
5ebf449e-fc4e-45ad-9b16-1f31b7d48b70,2001-0176-THA,Red Cross Response - Thailand -Flood -2001-05-04,Red Cross,High,Planned,Thailand,Flood,9,"Food Rations, Temporary Shelters",Waste management officer,Project religious business figure receive important.
9865f13a-d4ba-4fbd-b55f-a056aaee30d3,2001-0119-BRA,USAID Response - Brazil -Road -2001-03-21,USAID,Medium,En Route,Brazil,Road,63,"Food Rations, Medical Kits",Editor commissioning,Magazine well lose even once can that approach agree half.
1070eed1-10ba-451d-9529-f03bbb24dfd9,2011-0044-PHL,Red Cross Response - Philippines -Flood -2011-02-01,Red Cross,Low,En Route,Philippines,Flood,86,"Hygiene Kits, Food Rations",Video editor,Grow common on record born computer everyone study just drive environmental.
a3c96e9f-89dd-45f6-b4cd-02bbbb2883bd,2004-0399-IDN,Doctors Without Borders Response - Indonesia -Water -2004-07-16,Doctors Without Borders,Low,On Site,Indonesia,Water,53,"Water Purification Tablets, Medical Kits",Biomedical engineer,Great factor place use line able mother anyone everyone win life avoid stay.
17690ab7-0c2e-41e6-88e7-585f67b83b58,2012-0020-PER,USAID Response - Peru -Earthquake -2012-01-30,USAID,Critical,On Site,Peru,Earthquake,50,"Water, Temporary Shelters",Multimedia specialist,Owner civil go whose condition only recognize understand senior social PM.
3590e7e2-ae9c-4b28-b697-67666e27f2f6,2004-0533-CHN,Doctors Without Borders Response - China -Explosion (Industrial) -2004-10-22,Doctors Without Borders,High,On Site,China,Explosion (Industrial),8,"Water Purification Tablets, Food Rations",Ranger/warden,Only dark development wind spend thought example PM true.
0c1da7d0-1eef-4f10-bccb-e444c45b2cca,2020-0171-RWA,Red Cross Response - Rwanda -Flood -2020-04-17,Red Cross,Critical,En Route,Rwanda,Flood,77,"Temporary Shelters, Food Rations",Retail banker,Brother month page short born as.
9b098757-83fb-4d0b-b137-92b2b416d4ce,2016-0455-COL,Red Cross Response - Colombia -Air -2016-11-28,Red Cross,High,On Site,Colombia,Air,119,"Water Purification Tablets, Medical Kits",Music therapist,Teacher investment top market talk spend game compare require rest.
65f8ec4e-271c-41b0-9fad-57928c8c0945,2001-0216-CHN,Red Cross Response - China -Explosion (Industrial) -2001-05-15,Red Cross,Medium,On Site,China,Explosion (Industrial),21,"Food Rations, Medical Kits",Artist,Training economy have place next newspaper pressure light move line.
ca7516da-e59a-4790-bf52-0e9ae00420fb,2003-0231-CAN,Red Cross Response - Canada -Flood -2003-03-31,Red Cross,Medium,Planned,Canada,Flood,55,"Hygiene Kits, Water Purification Tablets",Film/video editor,Land knowledge body hard per never pay.
7575291f-f4ce-4509-b767-084dee6c376f,2019-0496-TZA,Red Cross Response - United Republic of Tanzania -Flood -2019-10-02,Red Cross,Medium,Planned,Tanzania,Flood,43,"Water Purification Tablets, Food Rations",Teacher early years/pre,Miss establish tend number choice theory western view likely store describe paper alone.
65c748ac-e1ac-4530-b138-b4d6b8263692,2019-0512-ITA,WFP Response - Italy -Water -2019-10-07,WFP,High,En Route,Italy,Water,12,"Water Purification Tablets, Food Rations",Actor,Eat around most knowledge remain series second religious end position ago election.
860d7041-68e6-4ab2-80e5-551da789403a,2023-0126-ECU,UNICEF Response - Ecuador -Flood -2023-01-01,UNICEF,Critical,On Site,Ecuador,Flood,64,"Water Purification Tablets, Temporary Shelters",Electronics engineer,Involve behavior bill fire energy red price true hard especially hour.
4ac2f3f8-2cfd-49f8-91fd-15ed7ed772a0,2017-0218-CHL,UNICEF Response - Chile -Flood -2017-05-11,UNICEF,Medium,On Site,Chile,Flood,12,"Water Purification Tablets, Temporary Shelters",Librarian public,Similar arrive which method number poor physical speech.
c12631bd-d199-4062-8392-8100bf4f93b8,2017-0355-IRQ,UNICEF Response - Iraq -Water -2017-08-19,UNICEF,Medium,Planned,Iraq,Water,105,"Food Rations, Water Purification Tablets",Teacher music,Network drive impact unit college business service then he book skin.
e1a8e35d-685f-4b06-8aa0-2125d3599a50,2004-0284-CHN,UNICEF Response - China -Flood -2004-06-20,UNICEF,Medium,Completed,China,Flood,34,"Temporary Shelters, Hygiene Kits",Building surveyor,Republican detail avoid take new movie billion thousand leave.
341c80f8-a48e-43c1-bb61-6ff6684f56e8,2016-0329-UGA,USAID Response - Uganda -Earthquake -2016-09-10,USAID,Medium,Planned,Uganda,Earthquake,110,"Trauma Medical Kits, Temporary Shelters",Insurance claims handler,Man exactly chair eight benefit contain tough across simply.
f8024f8d-a25f-4a37-a2b9-d5d2d56ecb2d,2000-0251-CHN,USAID Response - China -Road -2000-05-15,USAID,Medium,On Site,China,Road,66,"Medical Kits, Water Purification Tablets",Buyer industrial,Another again site water art pretty analysis condition force.
4f8b3393-8618-404b-b8df-425e6e5991ba,2018-0421-MEX,UNICEF Response - Mexico -Storm -2018-10-19,UNICEF,Critical,On Site,Mexico,Storm,16,"Medical Kits, Water Purification Tablets",Editor film/video,Positive leader sea rate memory present so itself former move kid job building.
5913706f-bf0e-423f-83a9-7edeebcd2226,2012-0318-SEN,UNICEF Response - Senegal -Flood -2012-08-15,UNICEF,Critical,Planned,Senegal,Flood,16,"Hygiene Kits, Water Purification Tablets",Civil Service fast streamer,Name line wait prove fight main type western bring child already.
627ee4be-e0b3-4523-8f00-3518345633ea,2000-0100-SDN,Doctors Without Borders Response - Sudan -Epidemic -2000-01-01,Doctors Without Borders,Medium,On Site,Sudan,Epidemic,107,"PPE, Cold Chain Equipment",Musician,Always record collection better everything up across risk.
89d71870-13e6-40fc-8b69-a88cd73a6a15,2003-0515-ZAF,USAID Response - South Africa -Road -2003-10-20,USAID,Medium,En Route,South Africa,Road,81,"Food Rations, Water Purification Tablets",Landscape architect,Effort three join hand often than site most wait.
005a04b1-6bbc-492e-8592-d444b128085c,2010-0552-KHM,USAID Response - Cambodia -Flood -2010-10-20,USAID,Critical,Planned,Cambodia,Flood,28,"Hygiene Kits, Food Rations",Museum/gallery exhibitions officer,Take economic decide machine game less sit property.
fe71bf18-aeb8-4ba9-b4b4-86dce13078cb,2019-0255-AFG,USAID Response - Afghanistan -Flood -2019-05-22,USAID,Low,Planned,Afghanistan,Flood,24,"Hygiene Kits, Food Rations",Trading standards officer,Heart discover significant factor take voice from sell occur best third over.
a2f9f4ad-1bb9-4a71-9299-fd14e91f84ab,2007-0342-CHN,Red Cross Response - China -Explosion (Miscellaneous) -2007-07-03,Red Cross,Low,En Route,China,Explosion (Miscellaneous),10,"Medical Kits, Food Rations",Editorial assistant,Cover strong financial else seven car hand offer design modern perhaps international begin.
5bf57c96-0f1d-4119-879a-92a13120e86c,2002-0348-IRN,Red Cross Response - Iran (Islamic Republic of) -Road -2002-06-09,Red Cross,Medium,Planned,Iran,Road,76,"Water Purification Tablets, Food Rations",Engineer communications,Maintain race listen be quite population house newspaper country dream stock space.
a78aade5-0be4-408a-8385-716d5d6972ba,2006-0257-USA,Red Cross Response - United States of America -Storm -2006-05-01,Red Cross,High,En Route,United States,Storm,29,"Emergency Power Units, Water Purification Tablets",Media planner,Word structure reduce guy director work wonder prove high wish break.
350b6e3b-7134-4d98-97cc-00d55dbda399,2005-0409-IND,WFP Response - India -Flood -2005-07-24,WFP,Low,En Route,India,Flood,13,"Water Purification Tablets, Temporary Shelters",Medical laboratory scientific officer,Capital he job commercial theory relate speech station seven commercial.
f106ba06-d791-4585-bc7c-049feba659a7,2010-0514-IDN,UNICEF Response - Indonesia -Rail -2010-10-02,UNICEF,Medium,Planned,Indonesia,Rail,61,"Medical Kits, Water Purification Tablets",Planning and development surveyor,Member choice take lot politics put card federal yard ten wrong itself.
5061bf86-14ea-4757-b43d-0fcac19fb207,2022-0126-USA,WFP Response - United States of America -Storm -2022-03-05,WFP,Critical,Completed,United States,Storm,11,"Tarps, Emergency Power Units",Brewing technologist,Sister Democrat great less speak break book exactly better suffer material more.
b33d0d6b-ffbb-4df4-a0b3-005b40e0c127,2021-0600-MEX,Red Cross Response - Mexico -Flood -2021-09-02,Red Cross,Medium,Planned,Mexico,Flood,84,"Water Purification Tablets, Hygiene Kits",Arts administrator,Box over score newspaper ready pattern new since seven field interest tax follow.
b05355e3-183e-4d26-a5a9-8ca3837abbaa,2019-0165-COM,Red Cross Response - Comoros -Storm -2019-04-24,Red Cross,Low,Planned,Comoros,Storm,35,"Emergency Power Units, Tarps",English as a second language teacher,Guy offer he current five any.
feb19d60-0785-40e9-bd47-fca78d17539c,2010-0659-PHL,UNICEF Response - Philippines -Flood -2010-12-24,UNICEF,High,On Site,Philippines,Flood,80,"Hygiene Kits, Water Purification Tablets",Company secretary,Ability start happen but research second writer tax man play I.
cd1d02ee-cfc2-4cc4-b55a-af79a0b89b45,2006-0706-USA,UNICEF Response - United States of America -Storm -2006-12-25,UNICEF,High,Completed,United States,Storm,103,"Emergency Power Units, Medical Kits",Music therapist,Whatever leave bed possible nothing beat.
6819b1c1-f0d8-404d-9138-36fd7b068fba,2013-0210-USA,Doctors Without Borders Response - United States of America -Wildfire -2013-06-06,Doctors Without Borders,Critical,On Site,United States,Wildfire,101,"Water Purification Tablets, Medical Kits",Community arts worker,Ago end machine heavy market again.
56e1a9ab-3a72-4b28-8736-696527dd715a,2023-0526-JPN,WFP Response - Japan -Storm -2023-08-15,WFP,Critical,En Route,Japan,Storm,33,"Water Purification Tablets, Emergency Power Units",Retail merchandiser,Here need for condition sure beyond possible stop.
7c799deb-6b3b-430b-91cd-12e7dde4e1d8,2019-0161-CHN,WFP Response - China -Flood -2019-04-11,WFP,Critical,Planned,China,Flood,111,"Food Rations, Temporary Shelters",Phytotherapist,Stock owner or drop walk by sure.
9a1c755f-471e-47ff-a4fe-f197307a58df,2017-0201-CHN,UNICEF Response - China -Mass movement (wet) -2017-06-23,UNICEF,Low,Planned,China,Mass movement (wet),88,"Food Rations, Water Purification Tablets",Air broker,Stand clear book senior still check.
db40e9c4-3d1d-4238-ab68-b759004c4a1c,2017-0523-MEX,Red Cross Response - Mexico -Road -2017-12-19,Red Cross,Medium,Completed,Mexico,Road,115,"Water Purification Tablets, Food Rations",Paediatric nurse,Necessary they within debate bit find report nearly call cold method house.
0cbb4a79-702c-4ac0-85bf-488b43763b80,2018-0204-VNM,UNICEF Response - Viet Nam -Flood -2018-06-23,UNICEF,Low,Planned,Vietnam,Flood,49,"Water Purification Tablets, Hygiene Kits",Software engineer,Physical process example later receive type upon near trial.
da03bd90-c9e8-4110-b490-b8997a5dfd88,2019-0611-CHN,Red Cross Response - China -Flood -2019-10-15,Red Cross,Critical,En Route,China,Flood,115,"Food Rations, Temporary Shelters",Media planner,Huge especially expect show poor nature maintain number pass certainly cup.
53a8f439-5b99-44e8-b361-46d43ec9ce95,2004-0180-SAU,UNICEF Response - Saudi Arabia -Flood -2004-04-14,UNICEF,Low,Planned,Saudi Arabia,Flood,68,"Hygiene Kits, Water Purification Tablets",Forensic scientist,Six point when ok management or stay us sound executive compare summer according.
86af2382-1363-4638-acd9-065da5ca864f,2001-0374-ZMB,Red Cross Response - Zambia -Road -2001-07-18,Red Cross,Low,Completed,Zambia,Road,115,"Food Rations, Water Purification Tablets",Therapist sports,Summer level star theory politics beautiful.
8bc4b9ea-266e-4981-acc5-48dce5b2c144,2000-0765-BOL,Red Cross Response - Bolivia (Plurinational State of) -Road -2000-11-20,Red Cross,Medium,En Route,Bolivia,Road,28,"Water Purification Tablets, Medical Kits",Geophysical data processor,Mother stage respond world what think different drop every size his could offer else.
d204740b-754d-4ccb-8089-f4ad2e5d3340,2008-0591-PAK,UNICEF Response - Pakistan -Flood -2008-08-09,UNICEF,Critical,On Site,Pakistan,Flood,118,"Temporary Shelters, Water Purification Tablets",Therapist drama,Sound north exist cause paper officer play.
31bf7689-187b-4f9e-a064-ac340d1787c9,2025-0798-THA,USAID Response - Thailand -Flood -2025-09-23,USAID,Medium,En Route,Thailand,Flood,36,"Temporary Shelters, Hygiene Kits",Conservator museum/gallery,Child bag skill heart fly moment home partner.
28a7874b-6049-478d-b338-eb4e6913e7f7,2019-0492-JPN,USAID Response - Japan -Storm -2019-10-12,USAID,Critical,En Route,Japan,Storm,23,"Water Purification Tablets, Emergency Power Units",Surveyor commercial/residential,Guy toward deal animal success fall create three social reveal per month else.
6fe2b370-6626-4308-ac34-2621d0e12cf3,2014-0098-THA,USAID Response - Thailand -Road -2014-03-24,USAID,High,On Site,Thailand,Road,50,"Water Purification Tablets, Medical Kits",Health service manager,Major become concern senior contain catch still.
6a76b61c-8ebc-4e74-a0cd-5adfea2b4c4f,2004-0465-GRC,WFP Response - Greece -Air -2004-09-11,WFP,Critical,Planned,Greece,Air,32,"Medical Kits, Food Rations",Sales executive,Adult popular someone various civil record learn pass smile animal join.
21233283-dfca-4e08-af64-99e34359a95b,2021-0055-UKR,WFP Response - Ukraine -Fire (Miscellaneous) -2021-01-21,WFP,Critical,Completed,Ukraine,Fire (Miscellaneous),74,"Food Rations, Medical Kits",Automotive engineer,Design lose Democrat loss simple employee consumer property lot.
e0fc45bf-b730-4f9b-9310-e7bce7578495,2011-0486-NOR,WFP Response - Norway -Storm -2011-11-26,WFP,Medium,En Route,Norway,Storm,35,"Emergency Power Units, Medical Kits",Engineer drilling,Up alone air reach similar him know how.
7be91bc4-5f80-476c-93ee-d02123f7cd7b,2001-0374-ZMB,USAID Response - Zambia -Road -2001-07-18,USAID,Critical,On Site,Zambia,Road,61,"Medical Kits, Food Rations",Clinical scientist histocompatibility and immunogenetics,Start easy thus herself never subject.
c68a7827-2e6d-4053-8ea3-1055ff5e925a,2005-0447-CHN,WFP Response - China -Industrial accident (General) -2005-08-19,WFP,High,Completed,China,Industrial accident (General),99,"Food Rations, Water Purification Tablets",Land,Side network onto third decide although car level according.
c8c102e2-b832-487e-8f71-721b20b03d49,2024-0219-ARE,USAID Response - United Arab Emirates -Flood -2024-04-15,USAID,Critical,Planned,United Arab Emirates,Flood,21,"Temporary Shelters, Water Purification Tablets",Insurance broker,Exactly school responsibility campaign few environment style avoid part event.
638f9905-31ed-4718-8cf4-c7a75783c599,2024-0372-KWT,Red Cross Response - Kuwait -Fire (Miscellaneous) -2024-06-12,Red Cross,High,On Site,Kuwait,Fire (Miscellaneous),118,"Water Purification Tablets, Medical Kits",Conference centre manager,Your experience policy up later sort adult.
3aa0a17e-84f5-4ffe-8502-a704e937af00,2002-0156-IND,UNICEF Response - India -Epidemic -2002-03-12,UNICEF,Low,On Site,India,Epidemic,50,"Cold Chain Equipment, Testing Supplies",Conservation officer nature,Treat somebody relate lot page head list medical hope.
57b82016-5d1a-4ca2-bef3-a71f3e19f743,2004-0439-CHN,USAID Response - China -Gas leak -2004-08-26,USAID,Low,On Site,China,Gas leak,37,"Water Purification Tablets, Medical Kits",Cartographer,Purpose water nothing enjoy ability study treat increase.
c830f183-d538-4246-b94e-b22dc26a2957,2010-0308-VNM,Red Cross Response - Viet Nam -Storm -2010-07-17,Red Cross,Low,On Site,Vietnam,Storm,96,"Water Purification Tablets, Tarps",Communications engineer,Show low discover situation line popular yeah ready believe happen important born.
28cdd842-1d48-46f9-853d-8966a05b949c,2008-0290-BOL,UNICEF Response - Bolivia (Plurinational State of) -Road -2008-07-08,UNICEF,Low,Completed,Bolivia,Road,73,"Food Rations, Water Purification Tablets",Legal executive,Church election office admit environment message.
10af842c-9589-4173-acc7-adf783260aab,2024-0077-CYP,USAID Response - Cyprus -Flood -2024-02-12,USAID,Low,En Route,Cyprus,Flood,117,"Water Purification Tablets, Food Rations",Doctor hospital,Paper you interest talk face serious mother hair final federal education party.
6a6b1221-2de3-4775-82e8-d664df0d6b67,2016-0243-CAN,USAID Response - Canada -Flood -2016-06-14,USAID,Medium,Completed,Canada,Flood,100,"Water Purification Tablets, Food Rations",Minerals surveyor,World chance piece interest threat item build issue member clear.
3f411bc0-015b-4bba-812d-04afd8541129,2003-0559-CHN,Red Cross Response - China -Explosion (Miscellaneous) -2003-11-03,Red Cross,High,Completed,China,Explosion (Miscellaneous),49,"Water Purification Tablets, Food Rations",Outdoor activities/education manager,Front thought at their firm hear throw anything until maybe find.
aed8c259-95bf-4a3b-afef-67703c7ec799,2016-0112-PAK,Red Cross Response - Pakistan -Flood -2016-04-02,Red Cross,Medium,Completed,Pakistan,Flood,69,"Hygiene Kits, Temporary Shelters",Archaeologist,Step chair entire look tree skill serve.
16c2a3de-25e1-4987-b2af-6bc03f17c193,2019-0296-DEU,WFP Response - Germany -Extreme temperature -2019-06-24,WFP,High,Planned,Germany,Extreme temperature,30,"Medical Kits, Water Purification Tablets",Statistician,Under put whatever short evening goal future she major relationship.
9546e4d9-e365-468a-9641-52f3ce3fada7,2020-0181-COD,WFP Response - Democratic Republic of the Congo -Water -2020-04-23,WFP,High,On Site,Congo (Kinshasa),Water,113,"Food Rations, Water Purification Tablets",Architectural technologist,Right away natural lay add tend go.
