Display_Name,Ontology_Geo_point,Geo_point,Start_Date,disaster_id,End_Date,Disaster_Group,Disaster_Subgroup,Disaster_Type,Disaster_Subtype,Event_Name,ISO,Country,Subregion,Region,Location,Origin,Associated_Types,OFDABHA_Response,Appeal,Declaration,AID_Contribution_000_US,Magnitude,Magnitude_Scale,Total_Deaths,No_Injured,No_Affected,No_Homeless,Total_Affected,Reconstruction_Costs_Adjusted_000_US,Insured_Damage_000_US,Insured_Damage_Adjusted_000_US,Total_Damage_000_US,Total_Damage_Adjusted_000_US,GADM_Admin_Units,Entry_Date,Last_Update,_newCountry,_newISO3,_newISO2
Sierra Leone -Flood -2015-09-05,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2015-09-05,2015-0436-SLE,,Natural,Hydrological,Flood,Flood (General),,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"Freetown district (Western Area province), Bo, Bonthe, Pujehun districts (Southern province), Port Loko district (Northern province)",Torrential rain,,No,No,No,,,Km2,10,,24303,,24303,,,,,,"[{""gid_1"":""SLE.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""parent2_1"",""name_1"":""Western""},{""gid_2"":""SLE.2.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Port Loko""},{""gid_2"":""SLE.3.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bo""},{""gid_2"":""SLE.3.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bonthe""},{""gid_2"":""SLE.3.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Pujehun""}]",2015-09-30,2025-12-20,Sierra Leone,SLE,SL
Sierra Leone -Collapse (Industrial) -2000-03-05,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2000-03-05,2000-0148-SLE,,Technological,Industrial accident,Collapse (Industrial),Collapse (Industrial),Diamond mine,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"Koidu, Kono (east)",,,No,No,No,,,m3,150,,,,,,,,,,,2014-05-14,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Flood -2022-08-28,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2022-08-28,2022-0560-SLE,,Natural,Hydrological,Flood,Flood (General),,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Freetown Capital City,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,12,79,12903,,12982,,,,,,,2022-08-31,2023-09-26,Sierra Leone,SLE,SL
Sierra Leone -Epidemic -2000-06-01,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2000-06-01,2000-0369-SLE,,Natural,Biological,Epidemic,Infectious disease (General),Acute diarrhoeal syndrome,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"Bajaila, Pujehun",,,No,No,No,,,Vaccinated,38,,,,,,,,,,,2003-07-01,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Epidemic -2001-12-13,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2001-12-13,2001-0720-SLE,,Natural,Biological,Epidemic,Bacterial disease,Meningococcal disease,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"Krubola, Fakunia (Koinadugu district)",,,No,No,No,,,,12,,3,,3,,,,,,,2003-07-01,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Epidemic -2003-10-01,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2003-10-01,2003-0565-SLE,,Natural,Biological,Epidemic,Viral disease,Yellow fever,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"Tonkolili, Bombali, Kenema, Koinadugu, Porto LOko, Kambia, Kono districts",,,No,No,No,,100000.0,Vaccinated,10,,90,,90,,,,,,,2004-01-16,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Flood -2011-08-10,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2011-08-10,2011-0600-SLE,,Natural,Hydrological,Flood,Riverine flood,,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Northern province,,Transport accident,No,No,No,,,Km2,21,,,,,,,,,,"[{""gid_1"":""SLE.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Northern""}]",2012-01-05,2025-12-20,Sierra Leone,SLE,SL
Sierra Leone -Mass movement (wet) -2017-08-14,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2017-08-14,2017-0343-SLE,,Natural,Hydrological,Mass movement (wet),Mudslide,,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"Freetown, Regent neighbourhood, Juba/Kaningo, Malama/Kamayama",Torrential rains,"Slide (land, mud, snow, rock)",Yes,Yes,No,,,,1102,100,11816,,11916,,,,30000.0,38392.0,"[{""gid_1"":""SLE.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""parent2_1"",""name_1"":""Western""}]",2017-08-18,2025-12-20,Sierra Leone,SLE,SL
Sierra Leone -Wildfire -2013-01-02,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2013-01-02,2013-0030-SLE,,Natural,Climatological,Wildfire,Wildfire (General),,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"Blama Gbani community (Bo district, Southern province); Tiama community (Moyamba district, Southern province); Bompilia community (Bonthe district, Southern province); Rogbenk community (Port Loko district, Northern); Pujehun district (Southern province)",Dry Hamatan wind,,No,No,No,,,Km2,,,,2257,2257,,,,,,"[{""gid_2"":""SLE.2.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Port Loko""},{""gid_2"":""SLE.3.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bo""},{""gid_2"":""SLE.3.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bonthe""},{""gid_2"":""SLE.3.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Moyamba""},{""gid_2"":""SLE.3.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Pujehun""}]",2014-03-20,2025-12-20,Sierra Leone,SLE,SL
Sierra Leone -Flood -2024-09-23,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2024-09-23,2024-0763-SLE,,Natural,Hydrological,Flood,Flood (General),,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"Bumbuna dam in Bumbuna town (Tonkolili District, Northern province), Bo, Bonthe, Bombali, Falaba, Kambia, Moyamba, Port Loko, Pujehun, and the Western Area districts",Heavy rains,,No,No,No,,,Km2,,,23596,,23596,,,,,,,2024-10-18,2024-11-06,Sierra Leone,SLE,SL
Sierra Leone -Wildfire -2025-01-01,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2025-01-01,2025-0244-SLE,,Natural,Climatological,Wildfire,Wildfire (General),,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"Freetown, Kpetema, Makaintay, Menima Koya, Ngiya, Faada, Bombali,Kenuma, Bo, Moyamba, Kono districts",,,No,No,No,,,Km2,,,4180,,4180,,,,,,,2025-04-03,2025-04-04,Sierra Leone,SLE,SL
Sierra Leone -Flood -2025-08-31,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2025-08-31,2025-0843-SLE,,Natural,Hydrological,Flood,Flash flood,,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"Bonthe, Kenema, Bo, Moyamba, Kono, Falaba, and Koinadugu",Heavy rains,,No,No,No,,,Km2,,,11080,,11080,,,,,,,2025-09-30,2025-12-03,Sierra Leone,SLE,SL
Sierra Leone -Flood -2019-08-02,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2019-08-02,2019-0382-SLE,,Natural,Hydrological,Flood,Flash flood,,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"Bathurst, Kroo Bay, Kissy, Wellington, Calaba",Hevay rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,7,,5000,,5000,,,,,,"[{""gid_1"":""SLE.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""parent2_1"",""name_1"":""Western""}]",2019-08-05,2025-12-20,Sierra Leone,SLE,SL
Sierra Leone -Road -2018-10-01,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2018-10-01,2018-0355-SLE,,Technological,Transport,Road,Road,,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Freetown,,,No,No,No,,,,11,70,,,70,,,,,,,2018-10-03,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Flood -2019-08-01,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2019-08-01,2019-0389-SLE,,Natural,Hydrological,Flood,Flood (General),,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Freetown,Torrential rains,,No,No,No,,,Km2,,,5381,,5381,,,,,,,2019-08-20,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Fire (Miscellaneous) -2021-03-24,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2021-03-24,2021-0209-SLE,,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Susan's Bay,,,No,No,No,,,,,409,,7093,7502,,,,,,,2021-04-14,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Road -2021-11-05,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2021-11-05,2021-0727-SLE,,Technological,Transport,Road,Road,Oil tanker,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"Wellington Area, Freetown",,,No,No,No,,,,101,123,1120,,1243,,,,,,,2021-11-08,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Fire (Miscellaneous) -2022-12-25,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2022-12-25,2022-0859-SLE,,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"England Ville Community, Funkia, Goderich in the Western Rural district",,,No,No,No,,,,,16,938,,954,,,,,,,2023-01-30,2023-09-26,Sierra Leone,SLE,SL
Sierra Leone -Storm -2023-05-06,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2023-05-06,2023-0290-SLE,,Natural,Meteorological,Storm,Storm (General),,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"Dalakuru Village, Diang Chiefdom and Konadugu; Freetown City area",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,15,17,,,17,,,,,,,2023-05-19,2023-09-26,Sierra Leone,SLE,SL
Sierra Leone -Collapse (Miscellaneous) -2024-09-16,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2024-09-16,2024-0663-SLE,,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),Buidling,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Freetown,,,No,No,No,,,,15,16,,,16,,,,,,,2024-09-23,2024-10-03,Sierra Leone,SLE,SL
Sierra Leone -Flood -2009-08-13,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2009-08-13,2009-0332-SLE,,Natural,Hydrological,Flood,Riverine flood,,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Western Area Urb district (Western Area province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,103,15,1455,,1470,,,,,,,2010-01-12,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Water -2009-09-10,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2009-09-10,2009-0371-SLE,,Technological,Transport,Water,Water,,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Near Tombo village (Plantain Isl.),Bad weather,,No,No,No,,,,124,,39,,39,,,,,,,2009-09-30,2024-08-28,Sierra Leone,SLE,SL
Sierra Leone -Mass movement (wet) -2010-08-09,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2010-08-09,2010-0389-SLE,,Natural,Hydrological,Mass movement (wet),Landslide (wet),,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Western Area Urb district (Western province),,,No,No,No,,,,16,5,,,5,,,,,,,2010-08-12,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Road -2011-12-03,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2011-12-03,2011-0571-SLE,,Technological,Transport,Road,Road,,SLE,Sierra Leone,Sub-Saharan Africa,Africa,,,,No,No,No,,,,20,,,,,,,,,,,2012-01-02,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Epidemic -2012-01-01,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2012-01-01,2012-0295-SLE,,Natural,Biological,Epidemic,Bacterial disease,Cholera,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"Western Area, Port Loko, Kambia, Pujehun, Bo, Bomabli, Moyamba, Tonkolili, Bonthe, Kono, Kenema, Koinadugu",,,No,No,No,,,,300,,23009,,23009,,,,,,,2013-02-25,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Water -2013-08-01,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2013-08-01,2013-0490-SLE,,Technological,Transport,Water,Water,,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Makale,,,No,No,No,,,,18,,,,,,,,,,,2013-11-26,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Epidemic -2014-03-10,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2014-03-10,2014-0090-SLE,,Natural,Biological,Epidemic,Viral disease,Ebola,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Kailahun; Buedu (Kono district),,,Yes,No,No,,,Vaccinated,3956,14124,,,14124,,,,,,,2014-06-26,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Road -2014-05-05,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2014-05-05,2014-0158-SLE,,Technological,Transport,Road,Road,,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Tambiama village (between Kamakiwe and Makeni),,,No,No,No,,,,11,9,,,9,,,,,,,2014-05-07,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Flood -2004-07-01,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2004-07-01,2004-0447-SLE,,Natural,Hydrological,Flood,Riverine flood,,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Northern province,Torrental rains,,No,No,No,,,Km2,10,,,,,,,,,,"[{""gid_1"":""SLE.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Northern""}]",2004-09-01,2025-12-20,Sierra Leone,SLE,SL
Sierra Leone -Air -2004-06-29,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2004-06-29,2004-0305-SLE,,Technological,Transport,Air,Air,Helicopter,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Yengema area,,,No,No,No,,,,24,,,,,,,,,,,2004-07-12,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Epidemic -2004-08-02,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2004-08-02,2004-0437-SLE,,Natural,Biological,Epidemic,Bacterial disease,Cholera,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"Freetown, Western area, Port Loko, Kambia districts","Heavy rains, overcrowed slums, infected traders",,No,No,No,,,,56,,633,,633,,,,,,,2004-10-05,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Water -2006-06-03,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2006-06-03,2006-0316-SLE,,Technological,Transport,Water,Water,,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Near Tungi,,,No,No,No,,,,11,,26,,26,,,,,,,2006-06-21,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Air -2007-06-03,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2007-06-03,2007-0221-SLE,,Technological,Transport,Air,Air,Helicopter,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Freetown,,,No,No,No,,,,22,,,,,,,,,,,2008-04-21,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Water -2007-08-02,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2007-08-02,2007-0328-SLE,,Technological,Transport,Water,Water,Amunufa,SLE,Sierra Leone,Sub-Saharan Africa,Africa,,,,No,No,No,,,,150,,,,,,,,,,,2007-08-07,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Flood -2007-08-01,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2007-08-01,2007-0487-SLE,,Natural,Hydrological,Flood,Riverine flood,,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"Kroo Bay area (Western Area Urb district, Western Area province)",Hravy rain,,No,No,No,,,Km2,,,4500,,4500,,,,,,,2008-08-01,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Explosion (Miscellaneous) -2007-12-21,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2007-12-21,2007-0628-SLE,,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),Building,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Freetown,,,No,No,No,,,,18,43,,,43,,,,,,,2008-01-01,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Epidemic -2008-06-01,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2008-06-01,2008-0258-SLE,,Natural,Biological,Epidemic,Bacterial disease,Cholera,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"Freetown, Lungi, Kambia",,,No,No,No,,,,170,,1746,,1746,,,,,,,2008-06-30,2023-09-25,Sierra Leone,SLE,SL
Sierra Leone -Explosion (Industrial) -2009-03-22,"8.4605550,-11.7798890","{longitude=-11.779889, latitude=8.460555}",2009-03-22,2009-0118-SLE,,Technological,Industrial accident,Explosion (Industrial),Explosion (Industrial),Pipeline,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Freetown,,,No,No,No,,,m3,30,7,,,7,,,,,,,2009-04-06,2023-09-25,Sierra Leone,SLE,SL
Sri Lanka -Flood -2000-09-18,"7.8730540,80.7717970","{longitude=80.771797, latitude=7.873054}",2000-09-18,2000-0613-LKA,,Natural,Hydrological,Flood,Riverine flood,,LKA,Sri Lanka,Southern Asia,Asia,"Galle, Matara districts (Southern province)",Heavy rains,,No,No,No,,8000.0,Km2,2,,100000,,100000,,,,,,"[{""gid_2"":""LKA.17.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Matara Four Gravets""},{""gid_2"":""LKA.17.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Mulatiyana""},{""gid_2"":""LKA.17.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Pasgoda""},{""gid_2"":""LKA.17.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Pitabeddara""},{""gid_2"":""LKA.17.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Thihagoda""},{""gid_2"":""LKA.17.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Weligama""},{""gid_2"":""LKA.17.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Welipitiya""},{""gid_2"":""LKA.17.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Akuressa""},{""gid_2"":""LKA.17.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Athuraliya""},{""gid_2"":""LKA.17.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Devinuwara""},{""gid_2"":""LKA.17.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Dickwella""},{""gid_2"":""LKA.17.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Hakmana""},{""gid_2"":""LKA.17.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kamburupitiya""},{""gid_2"":""LKA.17.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kirinda-Puhulwella""},{""gid_2"":""LKA.17.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kotapola""},{""gid_2"":""LKA.17.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Malimbada""},{""gid_2"":""LKA.6.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Hikkaduwa""},{""gid_2"":""LKA.6.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Imaduwa""},{""gid_2"":""LKA.6.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Karandeniya""},{""gid_2"":""LKA.6.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Nagoda""},{""gid_2"":""LKA.6.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Neluwa""},{""gid_2"":""LKA.6.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Niyagama""},{""gid_2"":""LKA.6.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Thawalama""},{""gid_2"":""LKA.6.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Welivitiya-Divithura""},{""gid_2"":""LKA.6.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Yakkalamulla""},{""gid_2"":""LKA.6.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Akmeemana""},{""gid_2"":""LKA.6.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Ambalangoda""},{""gid_2"":""LKA.6.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Baddegama""},{""gid_2"":""LKA.6.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Balapitiya""},{""gid_2"":""LKA.6.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bentota""},{""gid_2"":""LKA.6.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bope-Poddala""},{""gid_2"":""LKA.6.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Elpitiya""},{""gid_2"":""LKA.6.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Galle Four Gravets""},{""gid_2"":""LKA.6.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Habaraduwa""}]",2004-10-21,2025-12-20,Sri Lanka,LKA,LK
Sri Lanka -Storm -2022-05-29,"7.8730540,80.7717970","{longitude=80.771797, latitude=7.873054}",2022-05-29,2022-0336-LKA,,Natural,Meteorological,Storm,Severe weather,,LKA,Sri Lanka,Southern Asia,Asia,"Sabaragamuwa, Central provinces; Gampaha and Colombo (Western Province)",Heavy rains,,No,No,No,,,Kph,1,,22338,,22338,,,,,,"[{""gid_1"":""LKA.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Kandy""},{""gid_1"":""LKA.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Kegalle""},{""gid_1"":""LKA.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Matale""},{""gid_1"":""LKA.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Nuwara Eliya""},{""gid_1"":""LKA.23_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Ratnapura""},{""gid_2"":""LKA.5.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Padukka""},{""gid_2"":""LKA.5.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Sri Jayawardanapura Kotte""},{""gid_2"":""LKA.5.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Thimbirigasyaya""},{""gid_2"":""LKA.5.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Colombo""},{""gid_2"":""LKA.5.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Dehiwala-Mount Lavinia""},{""gid_2"":""LKA.5.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Hanwella""},{""gid_2"":""LKA.5.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Homagama""},{""gid_2"":""LKA.5.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kaduwela""},{""gid_2"":""LKA.5.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kesbewa""},{""gid_2"":""LKA.5.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kolonnawa""},{""gid_2"":""LKA.5.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Maharagama""},{""gid_2"":""LKA.5.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Moratuwa""},{""gid_2"":""LKA.7.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Minuwangoda""},{""gid_2"":""LKA.7.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Mirigama""},{""gid_2"":""LKA.7.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Negombo""},{""gid_2"":""LKA.7.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Wattala""},{""gid_2"":""LKA.7.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Attanagalla""},{""gid_2"":""LKA.7.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Biyagama""},{""gid_2"":""LKA.7.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Divulapitiya""},{""gid_2"":""LKA.7.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Dompe""},{""gid_2"":""LKA.7.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Gampaha""},{""gid_2"":""LKA.7.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Ja-Ela""},{""gid_2"":""LKA.7.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Katana""},{""gid_2"":""LKA.7.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kelaniya""},{""gid_2"":""LKA.7.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Mahara""}]",2022-06-02,2025-12-20,Sri Lanka,LKA,LK
